product_name,treatment_name,treatment_type,dosage,unit,equipments,medications,target_area,benefits
바디온다 리프팅 60KJ + 울트라인 바디 300샷,바디온다 리프팅,device,60.0,KJ,바디온다,,바디,
바디온다 리프팅 60KJ + 울트라인 바디 300샷,울트라인 바디,device,300.0,샷,울트라인,,바디,
슈링크 유니버스 이중턱 리미티드 200샷 + 울트라인 300샷,슈링크 유니버스 이중턱 리미티드,device,200.0,샷,슈링크 유니버스,,"이중턱, 풀페이스",
슈링크 유니버스 이중턱 리미티드 200샷 + 울트라인 300샷,울트라인,device,300.0,샷,울트라인,,풀페이스,
페이스 온다 리프팅 60KJ,페이스 온다 리프팅,device,60.0,KJ,페이스 온다,,페이스,
튠페이스 40kj,튠페이스,device,40.0,kj,튠페이스,,,"콜라겐 재생, 콜라겐 생성"
큐페이셜 풀케어 + 포텐자레이저(팁포함) + 제네시스 레이저 + 수입 독일산 얼굴전체 스킨보톡스,큐페이셜 풀케어,skincare,,,큐페이셜,,,
큐페이셜 풀케어 + 포텐자레이저(팁포함) + 제네시스 레이저 + 수입 독일산 얼굴전체 스킨보톡스,포텐자레이저,laser,,,포텐자,,,
큐페이셜 풀케어 + 포텐자레이저(팁포함) + 제네시스 레이저 + 수입 독일산 얼굴전체 스킨보톡스,제네시스 레이저,laser,,,제네시스,,,
큐페이셜 풀케어 + 포텐자레이저(팁포함) + 제네시스 레이저 + 수입 독일산 얼굴전체 스킨보톡스,수입 독일산 얼굴전체 스킨보톡스,injection,,,,수입 독일산 스킨보톡스,얼굴 전체,
페이스 온다 리프팅 60KJ + 튠라이너 2부위,페이스 온다 리프팅,device,60.0,KJ,페이스 온다,,,
페이스 온다 리프팅 60KJ + 튠라이너 2부위,튠라이너,device,2.0,부위,튠라이너,,,
수입 독일산 주름보톡스 1부위,수입 독일산 주름보톡스,injection,1.0,부위,,수입 독일산 주름보톡스,,주름 개선
쥬비덤 1cc,쥬비덤,injection,1.0,cc,,쥬비덤,,"볼륨 개선, 생기 개선"
민트실 6줄 + 수입 독일산 얼굴전체 스킨보톡스,민트실,surgical,6.0,줄,민트실,,,리프팅
민트실 6줄 + 수입 독일산 얼굴전체 스킨보톡스,수입 독일산 얼굴전체 스킨보톡스,injection,,,,수입 독일산 스킨보톡스,얼굴 전체,
목주름 티타늄 20kj + 목주름 벨로테로 필러 1cc + 목주름 지우개주사,목주름 티타늄,device,20.0,kj,티타늄,,목주름,안티에이징
목주름 티타늄 20kj + 목주름 벨로테로 필러 1cc + 목주름 지우개주사,목주름 벨로테로 필러,injection,1.0,cc,,벨로테로 필러,목주름,목주름 개선
목주름 티타늄 20kj + 목주름 벨로테로 필러 1cc + 목주름 지우개주사,목주름 지우개주사,injection,,,,목주름 지우개주사,목주름,목주름 개선
트리플토닝 1회,트리플토닝,laser,1.0,회,,,,톤업
플라필 + 피코토닝 1회,플라필,skincare,,,,플라필,,
플라필 + 피코토닝 1회,피코토닝,laser,1.0,회,피코토닝,,,
실펌레이저(팁 미포함) + 촉촉팩,실펌레이저,laser,,,실펌레이저,,,"모공 개선, 탄력 개선"
실펌레이저(팁 미포함) + 촉촉팩,촉촉팩,skincare,,,,,,
워터풀케어 + 촉촉팩,워터풀케어,skincare,,,,,,보습
워터풀케어 + 촉촉팩,촉촉팩,skincare,,,,,,
고농도 줄기세포 유도 인자 180cc (정맥주사+스킨부스터) + 티타늄 리프팅 40kj,고농도 줄기세포 유도 인자,injection,180.0,cc,,고농도 줄기세포 유도 인자,,"항노화, 면역력 증가, 피부 문제 개선, 재생능력 강화"
고농도 줄기세포 유도 인자 180cc (정맥주사+스킨부스터) + 티타늄 리프팅 40kj,티타늄 리프팅,device,40.0,kj,티타늄,,,
풀페이스 셀르디엠 1vial,셀르디엠,injection,1.0,vial,,셀르디엠,풀페이스,"재생, 탄력 개선, 주름 개선, 보습 개선"
리쥬란힐러 2cc,리쥬란힐러,injection,2.0,cc,,리쥬란힐러,,장벽 강화
릴리이드 히알루론산 주사 5cc,릴리이드 히알루론산 주사,injection,5.0,cc,,릴리이드 히알루론산,,"수분 보충, 광채 개선"
쥬베룩 스킨부스터 2cc (부분/눈밑제외),쥬베룩 스킨부스터,injection,2.0,cc,,쥬베룩,,"모공 개선, 피부결 개선"
SS주사 10cc,SS주사,injection,10.0,cc,,SS주사,,
국산 바디보톡스 100U,국산 바디보톡스,injection,100.0,U,,국산 바디보톡스,바디,슬림 효과
착색토닝 1회 한정가,착색토닝,laser,1.0,회,,,,피부톤 회복
바이탈샷 패키지,바이탈샷 패키지,injection,,,,바이탈샷,,바이탈업
국산 주름보톡스 1부위,국산 주름보톡스,injection,1.0,부위,,국산 주름보톡스,,주름 개선
인모드 FX 얼굴전체,인모드 FX,device,,,인모드,,얼굴 전체,
국산 바디보톡스 100u,국산 바디보톡스,injection,100.0,u,,국산 바디보톡스,바디,
바디온다 10kj,바디온다,device,10.0,kj,바디온다,,바디,
SS주사 10cc,SS주사,injection,10.0,cc,,SS주사,,
피코토닝 1회 (팩 미포함),피코토닝,laser,1.0,회,피코토닝,,,색소 개선
히알루론산주사 1CC,히알루론산주사,injection,1.0,CC,,히알루론산,,"수분 보충, 피부톤 개선, 탄력 개선"
국산 눈밑 스킨보톡스,국산 눈밑 스킨보톡스,injection,,,,국산 스킨보톡스,눈밑,
점제거 1개 (2mm이하),점제거,surgical,1.0,개,,,,
국산 입술 필러 패키지(입술+입꼬리),국산 입술 필러,injection,,,,국산 입술 필러,입술,입술라인 개선
포텐자 기미모드(팁포함)+트리플토닝+플라필+연어주사2CC+큐페이셜 LDM모드 6분,포텐자 기미모드,laser,,,포텐자,,,"기미 개선, 톤업"
포텐자 기미모드(팁포함)+트리플토닝+플라필+연어주사2CC+큐페이셜 LDM모드 6분,트리플토닝,laser,,,,,,톤업
포텐자 기미모드(팁포함)+트리플토닝+플라필+연어주사2CC+큐페이셜 LDM모드 6분,플라필,skincare,,,,플라필,,
포텐자 기미모드(팁포함)+트리플토닝+플라필+연어주사2CC+큐페이셜 LDM모드 6분,연어주사,injection,2.0,CC,,연어주사,,
포텐자 기미모드(팁포함)+트리플토닝+플라필+연어주사2CC+큐페이셜 LDM모드 6분,큐페이셜 LDM모드,device,6.0,분,큐페이셜,,,
울쎄라 프라임600샷 + 써마지600샷 + 수입 턱라인 스킨보톡스,울쎄라 프라임,device,600.0,샷,울쎄라,,,
울쎄라 프라임600샷 + 써마지600샷 + 수입 턱라인 스킨보톡스,써마지,device,600.0,샷,써마지,,,
울쎄라 프라임600샷 + 써마지600샷 + 수입 턱라인 스킨보톡스,수입 턱라인 스킨보톡스,injection,,,,수입 스킨보톡스,턱라인,
울쎄라 프라임600샷 + 써마지600샷 + 수입 턱라인 스킨보톡스 + 리쥬란2cc + 쥬베룩4cc(더마샤인 팁포함),울쎄라 프라임,device,600.0,샷,울쎄라,,,
울쎄라 프라임600샷 + 써마지600샷 + 수입 턱라인 스킨보톡스 + 리쥬란2cc + 쥬베룩4cc(더마샤인 팁포함),써마지,device,600.0,샷,써마지,,,
울쎄라 프라임600샷 + 써마지600샷 + 수입 턱라인 스킨보톡스 + 리쥬란2cc + 쥬베룩4cc(더마샤인 팁포함),수입 턱라인 스킨보톡스,injection,,,,수입 스킨보톡스,턱라인,
울쎄라 프라임600샷 + 써마지600샷 + 수입 턱라인 스킨보톡스 + 리쥬란2cc + 쥬베룩4cc(더마샤인 팁포함),리쥬란,injection,2.0,cc,,리쥬란,,
울쎄라 프라임600샷 + 써마지600샷 + 수입 턱라인 스킨보톡스 + 리쥬란2cc + 쥬베룩4cc(더마샤인 팁포함),쥬베룩,injection,4.0,cc,,쥬베룩,,
티타늄 얼굴전체 고강도 리프팅 + 인모드 얼굴전체 1가지모드(Fx or FORMA) + 수입 턱라인 스킨보톡스,티타늄 리프팅,device,,,티타늄,,얼굴 전체,리프팅
티타늄 얼굴전체 고강도 리프팅 + 인모드 얼굴전체 1가지모드(Fx or FORMA) + 수입 턱라인 스킨보톡스,인모드,device,,,인모드,,얼굴 전체,
티타늄 얼굴전체 고강도 리프팅 + 인모드 얼굴전체 1가지모드(Fx or FORMA) + 수입 턱라인 스킨보톡스,수입 턱라인 스킨보톡스,injection,,,,수입 스킨보톡스,턱라인,
울쎄라 프라임 300샷 + 써마지600샷 + 티타늄 얼굴전체 + 수입 턱라인 스킨보톡스 + 리쥬란2cc+쥬베룩2cc,울쎄라 프라임,device,300.0,샷,울쎄라,,,
울쎄라 프라임 300샷 + 써마지600샷 + 티타늄 얼굴전체 + 수입 턱라인 스킨보톡스 + 리쥬란2cc+쥬베룩2cc,써마지,device,600.0,샷,써마지,,,
울쎄라 프라임 300샷 + 써마지600샷 + 티타늄 얼굴전체 + 수입 턱라인 스킨보톡스 + 리쥬란2cc+쥬베룩2cc,티타늄,device,,,티타늄,,얼굴 전체,
울쎄라 프라임 300샷 + 써마지600샷 + 티타늄 얼굴전체 + 수입 턱라인 스킨보톡스 + 리쥬란2cc+쥬베룩2cc,수입 턱라인 스킨보톡스,injection,,,,수입 스킨보톡스,턱라인,
울쎄라 프라임 300샷 + 써마지600샷 + 티타늄 얼굴전체 + 수입 턱라인 스킨보톡스 + 리쥬란2cc+쥬베룩2cc,리쥬란,injection,2.0,cc,,리쥬란,,
울쎄라 프라임 300샷 + 써마지600샷 + 티타늄 얼굴전체 + 수입 턱라인 스킨보톡스 + 리쥬란2cc+쥬베룩2cc,쥬베룩,injection,2.0,cc,,쥬베룩,,
바디 인모드 FX (10분) + 바디 울쎄라 프라임 300샷 + 수입 바디 보톡스 100U + 바디 조각주사(보톡스 성분 포함) 1부위 + SS주사 100cc (1부위),바디 인모드 FX,device,10.0,분,인모드,,바디,
바디 인모드 FX (10분) + 바디 울쎄라 프라임 300샷 + 수입 바디 보톡스 100U + 바디 조각주사(보톡스 성분 포함) 1부위 + SS주사 100cc (1부위),바디 울쎄라 프라임,device,300.0,샷,울쎄라,,바디,
바디 인모드 FX (10분) + 바디 울쎄라 프라임 300샷 + 수입 바디 보톡스 100U + 바디 조각주사(보톡스 성분 포함) 1부위 + SS주사 100cc (1부위),수입 바디 보톡스,injection,100.0,U,,수입 바디 보톡스,바디,
바디 인모드 FX (10분) + 바디 울쎄라 프라임 300샷 + 수입 바디 보톡스 100U + 바디 조각주사(보톡스 성분 포함) 1부위 + SS주사 100cc (1부위),바디 조각주사,injection,1.0,부위,,바디 조각주사,바디,
바디 인모드 FX (10분) + 바디 울쎄라 프라임 300샷 + 수입 바디 보톡스 100U + 바디 조각주사(보톡스 성분 포함) 1부위 + SS주사 100cc (1부위),SS주사,injection,100.0,cc,,SS주사,바디,
바디 인모드 Fx (20분) + 바디 울쎄라 프라임 600샷 + 수입 바디 보톡스 200U + 바디 조각주사(보톡스 성분 포함) 2부위 + SS주사 200cc (2부위) + 슬림컷 300cc (2부위),바디 인모드 Fx,device,20.0,분,인모드,,바디,
바디 인모드 Fx (20분) + 바디 울쎄라 프라임 600샷 + 수입 바디 보톡스 200U + 바디 조각주사(보톡스 성분 포함) 2부위 + SS주사 200cc (2부위) + 슬림컷 300cc (2부위),바디 울쎄라 프라임,device,600.0,샷,울쎄라,,바디,
바디 인모드 Fx (20분) + 바디 울쎄라 프라임 600샷 + 수입 바디 보톡스 200U + 바디 조각주사(보톡스 성분 포함) 2부위 + SS주사 200cc (2부위) + 슬림컷 300cc (2부위),수입 바디 보톡스,injection,200.0,U,,수입 바디 보톡스,바디,
바디 인모드 Fx (20분) + 바디 울쎄라 프라임 600샷 + 수입 바디 보톡스 200U + 바디 조각주사(보톡스 성분 포함) 2부위 + SS주사 200cc (2부위) + 슬림컷 300cc (2부위),바디 조각주사,injection,2.0,부위,,바디 조각주사,바디,
바디 인모드 Fx (20분) + 바디 울쎄라 프라임 600샷 + 수입 바디 보톡스 200U + 바디 조각주사(보톡스 성분 포함) 2부위 + SS주사 200cc (2부위) + 슬림컷 300cc (2부위),SS주사,injection,200.0,cc,,SS주사,바디,
바디 인모드 Fx (20분) + 바디 울쎄라 프라임 600샷 + 수입 바디 보톡스 200U + 바디 조각주사(보톡스 성분 포함) 2부위 + SS주사 200cc (2부위) + 슬림컷 300cc (2부위),슬림컷,injection,300.0,cc,,슬림컷,바디,
국산 턱보톡스 50u,국산 턱보톡스,injection,50.0,u,,국산 턱보톡스,,페이스 라인 개선
국산 주름보톡스 1부위,국산 주름보톡스,injection,1.0,부위,,국산 주름보톡스,,주름 개선
국산 입꼬리보톡스,국산 입꼬리보톡스,injection,,,,국산 입꼬리보톡스,,"입매 라인 개선, 화사함, 자연스러움"
국산 인중축소 보톡스,국산 인중축소 보톡스,injection,,,,국산 인중축소 보톡스,,중안부 축소
국산 스킨보톡스 1부위 (턱라인/나비존/이마),국산 스킨보톡스,injection,1.0,부위,,국산 스킨보톡스,,턱라인 탄력 개선
국산 얼굴 전체 스킨보톡스,국산 얼굴 전체 스킨보톡스,injection,,,,국산 스킨보톡스,얼굴 전체,"주름 개선, 탄력 개선"
국산 침샘보톡스 (턱밑샘/귀밑샘),국산 침샘보톡스,injection,,,,국산 침샘보톡스,,
국산 특수부위 보톡스 턱관절/잇몸노출/측두근,국산 특수부위 보톡스,injection,,,,국산 특수부위 보톡스,,
국산 프리미엄 턱보톡스 50U,국산 프리미엄 턱보톡스,injection,50.0,U,,국산 프리미엄 턱보톡스,,턱 라인 개선
국산 프리미엄 주름보톡스 1부위,국산 프리미엄 주름보톡스,injection,1.0,부위,,국산 프리미엄 주름보톡스,,잔주름 개선
국산 프리미엄 입꼬리 보톡스,국산 프리미엄 입꼬리 보톡스,injection,,,,국산 프리미엄 입꼬리 보톡스,,"입매 라인 개선, 화사함, 자연스러움"
국산 프리미엄 인중축소 보톡스,국산 프리미엄 인중축소 보톡스,injection,,,,국산 프리미엄 인중축소 보톡스,,중안부 축소
국산 프리미엄 스킨보톡스 1부위,국산 프리미엄 스킨보톡스,injection,1.0,부위,,국산 프리미엄 스킨보톡스,,"피부 타이트닝, 주름 개선, 모공 축소"
국산 프리미엄 얼굴 전체 스킨보톡스,국산 프리미엄 얼굴 전체 스킨보톡스,injection,,,,국산 프리미엄 스킨보톡스,얼굴 전체,"피부 타이트닝, 주름 개선, 모공 축소"
국산 프리미엄 침샘보톡스,국산 프리미엄 침샘보톡스,injection,,,,국산 프리미엄 침샘보톡스,,침샘 크기 축소
국산 프리미엄 특수부위보톡스 턱관절/잇몸노출/측두근,국산 프리미엄 특수부위보톡스,injection,,,,국산 프리미엄 특수부위보톡스,,근육 크기 축소
국산 프리미엄 보톡스(영국산 균주 사용) 턱보톡스 50u,국산 프리미엄 보톡스(영국산 균주 사용) 턱보톡스,injection,50.0,u,,국산 프리미엄 보톡스(영국산 균주 사용),,"턱근육 축소, 턱 라인 개선"
국산 프리미엄 보톡스(영국산 균주 사용) 주름보톡스 1부위,국산 프리미엄 보톡스(영국산 균주 사용) 주름보톡스,injection,1.0,부위,,국산 프리미엄 보톡스(영국산 균주 사용),,잔주름 개선
국산 프리미엄 보톡스(영국산 균주 사용) 입꼬리보톡스,국산 프리미엄 보톡스(영국산 균주 사용) 입꼬리보톡스,injection,,,,국산 프리미엄 보톡스(영국산 균주 사용),,자연스러운 입매 라인 개선
국산 프리미엄 보톡스(영국산 균주 사용) 인중축소 보톡스,국산 프리미엄 보톡스(영국산 균주 사용) 인중축소 보톡스,injection,,,,국산 프리미엄 보톡스(영국산 균주 사용),,길어진 인중 길이 교정
국산 프리미엄 보톡스(영국산 균주 사용) 스킨보톡스 1부위,국산 프리미엄 보톡스(영국산 균주 사용) 스킨보톡스,injection,1.0,부위,,국산 프리미엄 보톡스(영국산 균주 사용),,"피부 타이트닝, 모공 축소"
국산 프리미엄 보톡스(영국산 균주 사용) 얼굴전체 스킨보톡스,국산 프리미엄 보톡스(영국산 균주 사용) 얼굴전체 스킨보톡스,injection,,,,국산 프리미엄 보톡스(영국산 균주 사용),얼굴 전체,"피부 타이트닝, 모공 축소"
국산 프리미엄 보톡스(영국산 균주 사용) 침샘 보톡스,국산 프리미엄 보톡스(영국산 균주 사용) 침샘 보톡스,injection,,,,국산 프리미엄 보톡스(영국산 균주 사용),,
국산 프리미엄 보톡스(영국산 균주 사용) 특수부위 보톡스 턱관절/잇몸노출/측두근,국산 프리미엄 보톡스(영국산 균주 사용) 특수부위 보톡스,injection,,,,국산 프리미엄 보톡스(영국산 균주 사용),,
수입 독일산 턱보톡스 50u,수입 독일산 턱보톡스,injection,50.0,u,,수입 독일산 턱보톡스,,
수입 독일산 주름보톡스 1부위,수입 독일산 주름보톡스,injection,1.0,부위,,수입 독일산 주름보톡스,,잔주름 개선
수입 독일산 입꼬리 보톡스,수입 독일산 입꼬리 보톡스,injection,,,,수입 독일산 입꼬리 보톡스,,"입매 라인 개선, 화사함, 자연스러움"
수입 독일산 인중축소 보톡스,수입 독일산 인중축소 보톡스,injection,,,,수입 독일산 인중축소 보톡스,,중안부 축소
수입 독일산 스킨보톡스 1부위 (턱라인/나비존/이마),수입 독일산 스킨보톡스,injection,1.0,부위,,수입 독일산 스킨보톡스,,턱라인 탄력 개선
수입 독일산 얼굴전체 스킨보톡스,수입 독일산 얼굴전체 스킨보톡스,injection,,,,수입 독일산 스킨보톡스,얼굴 전체,"주름 개선, 탄력 개선"
수입 독일산 침샘보톡스 (턱밑샘/귀밑샘),수입 독일산 침샘보톡스,injection,,,,수입 독일산 침샘보톡스,,
수입 독일산 특수부위 보톡스 턱관절/잇몸노출/측두근,수입 독일산 특수부위 보톡스,injection,,,,수입 독일산 특수부위 보톡스,,
수입 미국산 턱보톡스 50u,수입 미국산 턱보톡스,injection,50.0,u,,수입 미국산 턱보톡스,,
수입 미국산 주름보톡스 1부위,수입 미국산 주름보톡스,injection,1.0,부위,,수입 미국산 주름보톡스,,주름 개선
수입 미국산 입꼬리 보톡스,수입 미국산 입꼬리 보톡스,injection,,,,수입 미국산 입꼬리 보톡스,,
수입 미국산 인중축소 보톡스,수입 미국산 인중축소 보톡스,injection,,,,수입 미국산 인중축소 보톡스,,중안부 축소
수입 미국산 스킨보톡스 1부위 (턱라인/나비존/이마),수입 미국산 스킨보톡스,injection,1.0,부위,,수입 미국산 스킨보톡스,,
수입 미국산 얼굴전체 스킨보톡스,수입 미국산 얼굴전체 스킨보톡스,injection,,,,수입 미국산 스킨보톡스,얼굴 전체,
수입 미국산 침샘보톡스 (턱밑샘/귀밑샘),수입 미국산 침샘보톡스,injection,,,,수입 미국산 침샘보톡스,,
수입 미국산 특수부위 보톡스 턱관절/잇몸노출/측두근,수입 미국산 특수부위 보톡스,injection,,,,수입 미국산 특수부위 보톡스,,
이중턱 지방파괴주사 (벨라콜린),이중턱 지방파괴주사,injection,,,,벨라콜린,이중턱,지방 파괴
윤곽주사 3cc,윤곽주사,injection,3.0,cc,,,,"지방 제거, 피부 두께 감소"
아큐주사 3cc,아큐주사,injection,3.0,cc,,,,"지방 분해, 노폐물 배출, 피부 혈액 개선, 피부 탄력 개선"
PS주사 3cc,PS주사,injection,3.0,cc,,PS주사,,
코조각주사 1회,코조각주사,injection,1.0,회,,,코,코 윤곽 개선
광대주사 1회,광대주사,injection,1.0,회,,,광대,광대 지방&근육 축소 개선
이마 거상 실리프팅 8줄,이마 거상 실리프팅,surgical,8.0,줄,,,이마,거상
[신규 런칭] 슈링크 유니버스 이중턱 리미티드 100샷,슈링크 유니버스 이중턱 리미티드,device,100.0,샷,슈링크 유니버스,,이중턱,리프팅
[1회 한정가] 슈링크 유니버스 울트라 1000샷,슈링크 유니버스 울트라,device,1000.0,샷,슈링크 유니버스,,얼굴 전체,"리프팅, 탄력 개선"
[1회 한정가] 볼뉴머 100샷 + 슈링크 유니버스 울트라 100샷 + 슈링크 쫀쫀밴드 1매,볼뉴머,device,100.0,샷,볼뉴머,,얼굴 전체,탄력 개선
[1회 한정가] 볼뉴머 100샷 + 슈링크 유니버스 울트라 100샷 + 슈링크 쫀쫀밴드 1매,슈링크 유니버스 울트라,device,100.0,샷,슈링크 유니버스,,얼굴 전체,리프팅
[1회 한정가] 볼뉴머 100샷 + 슈링크 유니버스 울트라 100샷 + 슈링크 쫀쫀밴드 1매,슈링크 쫀쫀밴드,device,1.0,매,슈링크 쫀쫀밴드,,얼굴 전체,
[고주파로 탄력up] 볼뉴머 100샷,볼뉴머,device,100.0,샷,볼뉴머,,얼굴 전체,탄력 개선
[V라인 탄력 동안 패키지]슈링크 유니버스 울트라 300샷 + 슈링크 유니버스 부스터 300샷 + 오로라앰플 3cc,슈링크 유니버스 울트라,device,300.0,샷,슈링크 유니버스,,얼굴 전체,"리프팅, 탄력 개선"
[V라인 탄력 동안 패키지]슈링크 유니버스 울트라 300샷 + 슈링크 유니버스 부스터 300샷 + 오로라앰플 3cc,슈링크 유니버스 부스터,device,300.0,샷,슈링크 유니버스,,얼굴 전체,"피부 재생, 탄력 강화"
[V라인 탄력 동안 패키지]슈링크 유니버스 울트라 300샷 + 슈링크 유니버스 부스터 300샷 + 오로라앰플 3cc,오로라앰플,injection,3.0,cc,,오로라앰플,얼굴 전체,"광채 개선, 보습 개선"
[눈가 탄력 동안 패키지]슈링크 유니버스 아이리프팅 200샷 + 아이 볼뉴머 100샷 + 필로드 아이 1cc + 국산 눈가 주름보톡스,슈링크 유니버스 아이리프팅,device,200.0,샷,슈링크 유니버스,,눈가,리프팅
[눈가 탄력 동안 패키지]슈링크 유니버스 아이리프팅 200샷 + 아이 볼뉴머 100샷 + 필로드 아이 1cc + 국산 눈가 주름보톡스,아이 볼뉴머,device,100.0,샷,볼뉴머,,눈가,탄력 개선
[눈가 탄력 동안 패키지]슈링크 유니버스 아이리프팅 200샷 + 아이 볼뉴머 100샷 + 필로드 아이 1cc + 국산 눈가 주름보톡스,필로드 아이,injection,1.0,cc,,필로드 아이,눈가,보습 개선
[눈가 탄력 동안 패키지]슈링크 유니버스 아이리프팅 200샷 + 아이 볼뉴머 100샷 + 필로드 아이 1cc + 국산 눈가 주름보톡스,국산 눈가 주름보톡스,injection,,,,국산 눈가 주름보톡스,눈가,주름 완화
[프리미엄 탄력/콜라겐/피부재생 프리미엄 3종 패키지]티타늄 40KJ + 볼뉴머 300샷 + 얼굴 전체 필로드 4cc,티타늄 리프팅,device,40.0,KJ,티타늄,,얼굴 전체,"탄력, 콜라겐 생성"
[프리미엄 탄력/콜라겐/피부재생 프리미엄 3종 패키지]티타늄 40KJ + 볼뉴머 300샷 + 얼굴 전체 필로드 4cc,볼뉴머,device,300.0,샷,볼뉴머,,얼굴 전체,탄력 개선
[프리미엄 탄력/콜라겐/피부재생 프리미엄 3종 패키지]티타늄 40KJ + 볼뉴머 300샷 + 얼굴 전체 필로드 4cc,얼굴 전체 필로드,injection,4.0,cc,,필로드,얼굴 전체,"피부 재생, 보습"
[울트라 티타늄] 울트라인 300샷 + 티타늄 리프팅 40KJ,울트라인,device,300.0,샷,울트라인,,얼굴 전체,리프팅
[울트라 티타늄] 울트라인 300샷 + 티타늄 리프팅 40KJ,티타늄 리프팅,device,40.0,KJ,티타늄,,얼굴 전체,"탄력, 콜라겐 생성"
[앵콜/1차완판] 울트라인 100샷,울트라인,device,100.0,샷,울트라인,,얼굴 전체,리프팅
[눈가전용] 아이 울트라인 100샷 + 필로드 아이 1CC,아이 울트라인,device,100.0,샷,울트라인,,눈가,리프팅
[눈가전용] 아이 울트라인 100샷 + 필로드 아이 1CC,필로드 아이,injection,1.0,CC,,필로드 아이,눈가,보습 개선
[바디전용] 울트라인 바디 100샷,울트라인 바디,device,100.0,샷,울트라인,,바디,"리프팅, 탄력 개선"
[복부전용] 울트라인 복부 1부위,울트라인 복부,device,1.0,부위,울트라인,,복부,"리프팅, 탄력 개선"
[울트라 바디 패키지] 바디온다 리프팅 60KJ + 울트라인 바디 300샷,바디온다 리프팅,device,60.0,KJ,바디온다,,바디,"리프팅, 탄력 개선"
[울트라 바디 패키지] 바디온다 리프팅 60KJ + 울트라인 바디 300샷,울트라인 바디,device,300.0,샷,울트라인,,바디,"리프팅, 탄력 개선"
