product_name,category,original_price,event_price,clinic_name,treatment_count
아이 슈링크 100샷,탄력/리프팅,70000.0,59000.0,세니아클리닉,1
[1회체험가] 슈링크 유니버스 울트라 MP모드 300샷,탄력/리프팅,110000.0,69000.0,세니아클리닉,1
슈링크 유니버스 울트라 MP모드 300샷,탄력/리프팅,160000.0,79000.0,세니아클리닉,1
슈링크 유니버스 울트라 MP모드 300샷 + 얼굴지방분해주사 (비스테로이드) 3cc,탄력/리프팅,178200.0,99000.0,세니아클리닉,2
슈링크 유니버스 부스터 300샷 + 전용 앰플,탄력/리프팅,200000.0,139000.0,세니아클리닉,1
슈링크 유니버스 울트라 MP모드 600샷 + 얼굴지방분해주사 (비스테로이드) 3cc,탄력/리프팅,315000.0,175000.0,세니아클리닉,2
슈링크 유니버스 울트라 MP모드 300샷 + 부스터 300샷 + 전용 앰플,탄력/리프팅,358200.0,199000.0,세니아클리닉,2
슈링크 유니버스 부스터 600샷 + 전용 앰플,탄력/리프팅,350000.0,219000.0,세니아클리닉,1
슈링크 유니버스 울트라 MP모드 100샷,탄력/리프팅,,55000.0,세니아클리닉,1
[1회체험가] 포텐자 얼굴 전체,흉터/모공,250000.0,99000.0,세니아클리닉,1
포텐자 얼굴 전체,흉터/모공,250000.0,119000.0,세니아클리닉,1
포텐자 얼굴 전체 3회,흉터/모공,700000.0,299000.0,세니아클리닉,1
포텐자 얼굴 전체 5회,흉터/모공,1000000.0,449000.0,세니아클리닉,1
[1회체험가] LDM 수분보습 6분,스킨케어,40000.0,29000.0,세니아클리닉,1
LDM 홍조 8분,스킨케어,80000.0,49000.0,세니아클리닉,1
LDM 수분보습 12분,스킨케어,80000.0,59000.0,세니아클리닉,1
LDM 여드름 12분,스킨케어,80000.0,59000.0,세니아클리닉,1
LDM 리프팅 16분,스킨케어,120000.0,79000.0,세니아클리닉,1
LDM 홍조 16분,스킨케어,130000.0,89000.0,세니아클리닉,1
LDM 24분,스킨케어,150000.0,99000.0,세니아클리닉,1
LDM 수분보습 12분 3회,스킨케어,250000.0,159000.0,세니아클리닉,1
LDM 관리 100분,스킨케어,550000.0,349000.0,세니아클리닉,1
[1회체험가] 피코슈어 토닝 + 팩,미백/색소/홍조,50000.0,29000.0,세니아클리닉,2
피코슈어 토닝 + 팩,미백/색소/홍조,110000.0,49000.0,세니아클리닉,2
피코슈어 토닝 + 팩 5회,미백/색소/홍조,500000.0,199000.0,세니아클리닉,2
피코슈어 토닝 + 팩 10회,미백/색소/홍조,900000.0,349000.0,세니아클리닉,2
제네시스 토닝 1회,재생 레이저,130000.0,99000.0,세니아클리닉,1
제네시스 토닝 3회,재생 레이저,360000.0,269000.0,세니아클리닉,1
제네시스 토닝 5회,재생 레이저,590000.0,399000.0,세니아클리닉,1
[1회체험가] V 레이저 (색소/혈관/홍조/여드름흉터) 중 1모드,V 레이저,142200.0,79000.0,세니아클리닉,1
[1회체험가] V 레이저 제네시스 토닝,V 레이저,142200.0,79000.0,세니아클리닉,1
V 레이저 제네시스 토닝,V 레이저,130000.0,99000.0,세니아클리닉,1
V 레이저 색소 모드,V 레이저,130000.0,99000.0,세니아클리닉,1
V 레이저 홍조 모드,V 레이저,130000.0,99000.0,세니아클리닉,1
V 레이저 혈관 모드,V 레이저,130000.0,99000.0,세니아클리닉,1
V 레이저 여드름 흉터 모드,V 레이저,130000.0,99000.0,세니아클리닉,1
V 레이저 (색소/혈관/홍조/여드름흉터) 중 2모드 이상,V 레이저,250200.0,149000.0,세니아클리닉,1
V 레이저 여드름 흉터 모드 3회,V 레이저,360000.0,269000.0,세니아클리닉,1
V 레이저 홍조 모드 3회,V 레이저,360000.0,269000.0,세니아클리닉,1
V 레이저 색소 모드 3회,V 레이저,360000.0,269000.0,세니아클리닉,1
V 레이저 혈관 모드 3회,V 레이저,360000.0,269000.0,세니아클리닉,1
V 레이저 제네시스 토닝 3회,V 레이저,360000.0,269000.0,세니아클리닉,1
"V 레이저 (색소/혈관/홍조/여드름흉터) 중 2모드 이상, 3회",V 레이저,628200.0,359000.0,세니아클리닉,1
V 레이저 제네시스 토닝 5회,V 레이저,590000.0,399000.0,세니아클리닉,1
V 레이저 여드름 흉터 모드 5회,V 레이저,590000.0,399000.0,세니아클리닉,1
V 레이저 혈관 모드 5회,V 레이저,590000.0,399000.0,세니아클리닉,1
V 레이저 색소 모드 5회,V 레이저,590000.0,399000.0,세니아클리닉,1
V 레이저 홍조 모드 5회,V 레이저,590000.0,399000.0,세니아클리닉,1
"V 레이저 (색소/혈관/홍조/여드름흉터) 중 2모드 이상, 5회",V 레이저,898200.0,539000.0,세니아클리닉,1
얼굴지방분해주사 (비스테로이드) 3cc,얼굴 지방분해 주사,50400.0,28000.0,세니아클리닉,1
얼굴지방분해주사 (비스테로이드) 5cc,얼굴 지방분해 주사,81000.0,45000.0,세니아클리닉,1
얼굴지방분해주사 (비스테로이드) 10cc,얼굴 지방분해 주사,100000.0,79000.0,세니아클리닉,1
브이올렛 1vial 2cc,얼굴 지방분해 주사,320000.0,269000.0,세니아클리닉,1
브이올렛 1vial 2cc 3회,얼굴 지방분해 주사,1296000.0,720000.0,세니아클리닉,1
일반시술 얼굴지방분해주사 (비스테로이드) 1cc,얼굴 지방분해 주사,,10000.0,세니아클리닉,1
전체 V라인 보톡스 국산,윤곽주사/보톡스,70200.0,39000.0,세니아클리닉,1
V라인 보톡스 국산 프리미엄,윤곽주사/보톡스,106200.0,59000.0,세니아클리닉,1
[1회체험가] 스킨보톡스 (국산) 2cc,윤곽주사/보톡스,106200.0,59000.0,세니아클리닉,1
스킨 보톡스 국산 1cc,윤곽주사/보톡스,70000.0,59000.0,세니아클리닉,1
V라인 보톡스 제오민,윤곽주사/보톡스,142200.0,79000.0,세니아클리닉,1
스킨 보톡스 국산 2cc,윤곽주사/보톡스,130000.0,79000.0,세니아클리닉,1
스킨 보톡스 국산 프리미엄 1cc,윤곽주사/보톡스,142200.0,79000.0,세니아클리닉,1
V라인 보톡스 앨러간,윤곽주사/보톡스,178200.0,99000.0,세니아클리닉,1
스킨 보톡스 국산 프리미엄 2cc,윤곽주사/보톡스,178200.0,99000.0,세니아클리닉,1
스킨 보톡스 제오민 1cc,윤곽주사/보톡스,178200.0,99000.0,세니아클리닉,1
스킨 보톡스 앨러간 1cc,윤곽주사/보톡스,232200.0,129000.0,세니아클리닉,1
스킨 보톡스 제오민 2cc,윤곽주사/보톡스,210000.0,129000.0,세니아클리닉,1
스킨 보톡스 앨러간 2cc,윤곽주사/보톡스,286200.0,159000.0,세니아클리닉,1
카프리 레이저 (압출 미포함),여드름,142000.0,89000.0,세니아클리닉,1
카프리 레이저 (압출 포함),여드름,180000.0,109000.0,세니아클리닉,1
카프리 레이저 5회 (압출 미포함) + 여드름 약 처방 + 염증주사,여드름,568000.0,399000.0,세니아클리닉,3
카프리 레이저 5회 (압출 포함) + 여드름 약 처방 + 염증주사,여드름,740000.0,449000.0,세니아클리닉,3
인기 주름 보톡스 국산 1부위,주름 보톡스,25000.0,15000.0,세니아클리닉,1
인기 주름 보톡스 국산 프리미엄 1부위,주름 보톡스,52200.0,29000.0,세니아클리닉,1
인기 주름 보톡스 국산 3부위,주름 보톡스,70000.0,39000.0,세니아클리닉,1
인기 주름 보톡스 제오민 1부위,주름 보톡스,60000.0,54000.0,세니아클리닉,1
주름 보톡스 국산 5부위,주름 보톡스,99000.0,59000.0,세니아클리닉,1
주름 보톡스 국산 프리미엄 3부위,주름 보톡스,142200.0,79000.0,세니아클리닉,1
인기 주름 보톡스 앨러간 1부위,주름 보톡스,142200.0,79000.0,세니아클리닉,1
주름 보톡스 국산 프리미엄 5부위,주름 보톡스,214200.0,119000.0,세니아클리닉,1
주름 보톡스 제오민 3부위,주름 보톡스,150000.0,139000.0,세니아클리닉,1
주름 보톡스 앨러간 3부위,주름 보톡스,340200.0,189000.0,세니아클리닉,1
주름 보톡스 제오민 5부위,주름 보톡스,240000.0,199000.0,세니아클리닉,1
주름 보톡스 앨러간 5부위,주름 보톡스,502200.0,279000.0,세니아클리닉,1
[1회체험가] 피코 프락셀,흉터/모공,106200.0,59000.0,세니아클리닉,1
피코 프락셀,흉터/모공,120000.0,79000.0,세니아클리닉,1
피코 프락셀 3회,흉터/모공,330000.0,199000.0,세니아클리닉,1
물광주사 2.5cc (직접주사),스킨부스터,110000.0,69000.0,세니아클리닉,1
더마샤인 인젝터,스킨부스터,,29000.0,세니아클리닉,1
포텐자 펌핑팁,스킨부스터,,90000.0,세니아클리닉,1
[1회체험가] 필메드 NCTF 135 3cc (MTS),스킨부스터,310000.0,129000.0,세니아클리닉,1
필메드 NCTF 135 3cc (MTS),스킨부스터,310000.0,169000.0,세니아클리닉,1
포텐자 펌핑팁,스킨부스터,90000.0,,세니아클리닉,1
[1회체험가] 엑소좀 5cc (MTS),스킨부스터,450000.0,199000.0,세니아클리닉,1
엑소좀 5cc (MTS),스킨부스터,450000.0,239000.0,세니아클리닉,1
엑소좀 5cc (포텐자 펌핑팁) 3회,스킨부스터,1618200.0,899000.0,세니아클리닉,1
일반시술 옵션) 포텐자 펌핑팁,스킨부스터,90000.0,,세니아클리닉,1
[1회체험가] 아쿠아필,필링,45000.0,29000.0,세니아클리닉,1
아쿠아필 코 압출 미포함,필링,45000.0,39000.0,세니아클리닉,1
아쿠아필 코 압출 포함,필링,75000.0,54000.0,세니아클리닉,2
[1회체험가] 라라필 pH5.5의 피부 자극을 최소화한 4세대 필링,필링,120000.0,69000.0,세니아클리닉,1
라라필 pH 5.5의 중성으로 피부 자극 걱정이 없고 단백질과 지질의 피부 장벽을 생성하여 예민하거나 피부가 얇은 고객도 꾸준히 받을 수 있는 신개념 4세대 필링,필링,120000.0,79000.0,세니아클리닉,1
라라필 3회,필링,300000.0,199000.0,세니아클리닉,1
라라필 + 에토좀 골드 PTT,필링,380000.0,219000.0,세니아클리닉,2
레이저 토닝,레이저 토닝,,,세니아클리닉,1
바디 토닝 (등 2회치),바디 토닝,90000.0,59000.0,세니아클리닉,1
바디 피코토닝 (등 2회치),바디 토닝,110000.0,79000.0,세니아클리닉,1
바디토닝 5회 (등 2회치),바디 토닝,350000.0,249000.0,세니아클리닉,1
바디 피코토닝 5회 (등 2회치),바디 토닝,450000.0,349000.0,세니아클리닉,1
전체 DDR 리프팅 300샷,탄력/리프팅,160000.0,120000.0,세니아클리닉,1
다이아 리프팅 500샷,탄력/리프팅,500000.0,399000.0,세니아클리닉,1
다이아 리프팅 500샷 + DDR 리프팅 300샷,탄력/리프팅,490000.0,449000.0,세니아클리닉,2
다이아 리프팅 500샷 3회,탄력/리프팅,1618200.0,899000.0,세니아클리닉,1
다이아 리프팅 500샷 + DDR 리프팅 300샷 3회,탄력/리프팅,1190000.0,999000.0,세니아클리닉,2
피코슈어 문신 제거 500원 사이즈,문신 제거,88200.0,49000.0,세니아클리닉,1
피코슈어 문신 제거 명함 사이즈,문신 제거,232200.0,129000.0,세니아클리닉,1
피코슈어 문신 제거 500원 사이즈 5회,문신 제거,358200.0,199000.0,세니아클리닉,1
피코슈어 문신 제거 500원 사이즈 10회,문신 제거,628200.0,349000.0,세니아클리닉,1
피코슈어 문신 제거 명함 사이즈 5회,문신 제거,882000.0,490000.0,세니아클리닉,1
피코슈어 문신 제거 명함 사이즈 10회,문신 제거,1422000.0,790000.0,세니아클리닉,1
점 제거 (중),점/비립종,10000.0,,세니아클리닉,1
점 제거 (대),점/비립종,20000.0,,세니아클리닉,1
비립종/쥐젖/사마귀 제거 (1개),점/비립종,20000.0,,세니아클리닉,1
"비립종/쥐젖/사마귀 제거 (얼굴/목, 20개 이하)",점/비립종,300000.0,,세니아클리닉,1
여드름 약 처방전 4주,여드름,,30000.0,세니아클리닉,1
턱 보톡스 국산 50u(소분),사각턱 보톡스,34200.0,19000.0,세니아클리닉,1
턱 보톡스 국산 50u(눈앞개봉),사각턱 보톡스,50000.0,34000.0,세니아클리닉,1
턱 보톡스 국산 50u(소분) + 얼굴지방분해주사(비스테로이드) 3cc,사각턱 보톡스,59000.0,39000.0,세니아클리닉,2
턱 보톡스 국산 프리미엄 50u(눈앞개봉),사각턱 보톡스,60000.0,41000.0,세니아클리닉,1
턱 보톡스 제오민 50u(눈앞개봉),사각턱 보톡스,160000.0,109000.0,세니아클리닉,1
턱 보톡스 앨러간 50u(눈앞개봉),사각턱 보톡스,297000.0,165000.0,세니아클리닉,1
콧볼축소주사,콧볼축소주사,178200.0,99000.0,세니아클리닉,1
콧볼축소주사 + 콧볼 보톡스,콧볼축소주사,130000.0,109000.0,세니아클리닉,2
콧볼축소주사 + 콧볼 보톡스 3회,콧볼축소주사,290000.0,249000.0,세니아클리닉,2
입꼬리 보톡스 국산,특수 부위 보톡스,50000.0,19000.0,세니아클리닉,1
입꼬리 보톡스 국산 프리미엄,특수 부위 보톡스,63000.0,35000.0,세니아클리닉,1
귀밑 침샘 보톡스 국산 50u,특수 부위 보톡스,74000.0,39000.0,세니아클리닉,1
팔자주름 보톡스 국산,특수 부위 보톡스,55000.0,39000.0,세니아클리닉,1
목주름 보톡스 국산 0.5cc,특수 부위 보톡스,70200.0,39000.0,세니아클리닉,1
광대 보톡스 국산,특수 부위 보톡스,50000.0,45000.0,세니아클리닉,1
측두근 보톡스 국산 50u,특수 부위 보톡스,80000.0,49000.0,세니아클리닉,1
거미스마일 보톡스 국산,특수 부위 보톡스,90000.0,50000.0,세니아클리닉,1
입꼬리 보톡스 제오민,특수 부위 보톡스,80000.0,59000.0,세니아클리닉,1
팔자주름 보톡스 국산 프리미엄,특수 부위 보톡스,106200.0,59000.0,세니아클리닉,1
목주름 보톡스 국산 프리미엄 0.5cc,특수 부위 보톡스,106200.0,59000.0,세니아클리닉,1
거미스마일 보톡스 국산 프리미엄,특수 부위 보톡스,124200.0,69000.0,세니아클리닉,1
광대 보톡스 국산 프리미엄,특수 부위 보톡스,124200.0,69000.0,세니아클리닉,1
귀밑 침샘 보톡스 국산 프리미엄 50u,특수 부위 보톡스,140400.0,78000.0,세니아클리닉,1
귀밑 침샘 보톡스 국산 100u,특수 부위 보톡스,145000.0,78000.0,세니아클리닉,1
팔자주름 보톡스 제오민,특수 부위 보톡스,142200.0,79000.0,세니아클리닉,1
목주름 보톡스 제오민 0.5cc,특수 부위 보톡스,142200.0,79000.0,세니아클리닉,1
거미스마일 보톡스 제오민,특수 부위 보톡스,162000.0,90000.0,세니아클리닉,1
팔자주름 보톡스 앨러간,특수 부위 보톡스,178200.0,99000.0,세니아클리닉,1
목주름 보톡스 앨러간 0.5cc,특수 부위 보톡스,178200.0,99000.0,세니아클리닉,1
광대 보톡스 앨러간,특수 부위 보톡스,110000.0,100000.0,세니아클리닉,1
거미스마일 보톡스 앨러간,특수 부위 보톡스,198000.0,110000.0,세니아클리닉,1
귀밑 침샘 보톡스 제오민 50u,특수 부위 보톡스,226000.0,119000.0,세니아클리닉,1
측두근 보톡스 제오민 50u,특수 부위 보톡스,160000.0,139000.0,세니아클리닉,1
귀밑 침샘 보톡스 국산 프리미엄 100u,특수 부위 보톡스,280800.0,156000.0,세니아클리닉,1
측두근 보톡스 앨러간 50u,특수 부위 보톡스,250000.0,179000.0,세니아클리닉,1
귀밑 침샘 보톡스 앨러간 50u,특수 부위 보톡스,322200.0,179000.0,세니아클리닉,1
귀밑 침샘 보톡스 제오민 100u,특수 부위 보톡스,430000.0,219000.0,세니아클리닉,1
귀밑 침샘 보톡스 앨러간 100u,특수 부위 보톡스,592200.0,329000.0,세니아클리닉,1
다한증 보톡스 국산 50u,다한증 보톡스,90000.0,79000.0,세니아클리닉,1
다한증 보톡스 국산 100u,다한증 보톡스,170000.0,139000.0,세니아클리닉,1
다한증 보톡스 국산 프리미엄 50u,다한증 보톡스,250200.0,139000.0,세니아클리닉,1
다한증 보톡스 제오민 50u,다한증 보톡스,210000.0,199000.0,세니아클리닉,1
다한증 보톡스 앨러간 50u,다한증 보톡스,450000.0,250000.0,세니아클리닉,1
다한증 보톡스 국산 프리미엄 100u,다한증 보톡스,466200.0,259000.0,세니아클리닉,1
다한증 보톡스 제오민 100u,다한증 보톡스,410000.0,359000.0,세니아클리닉,1
다한증 보톡스 앨러간 100u,다한증 보톡스,810000.0,450000.0,세니아클리닉,1
바디 보톡스 국산 50u 종아리/승모근/팔뚝 중 선택 1부위,바디 보톡스,70200.0,39000.0,세니아클리닉,1
바디 보톡스 국산 100u 종아리/승모근/팔뚝 중 선택 1부위,바디 보톡스,106200.0,59000.0,세니아클리닉,1
바디 보톡스 국산 프리미엄 50u 종아리/승모근/팔뚝 중 선택 1부위,바디 보톡스,106200.0,59000.0,세니아클리닉,1
바디 보톡스 국산 150u 종아리/승모근/팔뚝 중 선택 1부위,바디 보톡스,120000.0,79000.0,세니아클리닉,1
바디 보톡스 국산 200u 종아리/승모근/팔뚝 중 선택 1부위,바디 보톡스,160000.0,99000.0,세니아클리닉,1
바디 보톡스 국산 프리미엄 100u 종아리/승모근/팔뚝 중 선택 1부위,바디 보톡스,178200.0,99000.0,세니아클리닉,1
바디 보톡스 제오민 50u 종아리/승모근/팔뚝 중 선택 1부위,바디 보톡스,232200.0,129000.0,세니아클리닉,1
바디 보톡스 국산 프리미엄 150u 종아리/승모근/팔뚝 중 선택 1부위,바디 보톡스,250200.0,139000.0,세니아클리닉,1
바디 보톡스 국산 300u 종아리/승모근/팔뚝 중 선택 1부위,바디 보톡스,240000.0,139000.0,세니아클리닉,1
바디 보톡스 앨러간 50u 종아리/승모근/팔뚝 중 선택 1부위,바디 보톡스,304200.0,169000.0,세니아클리닉,1
바디 보톡스 국산 프리미엄 200u 종아리/승모근/팔뚝 중 선택 1부위,바디 보톡스,322200.0,179000.0,세니아클리닉,1
바디 보톡스 제오민 100u 종아리/승모근/팔뚝 중 선택 1부위,바디 보톡스,390000.0,219000.0,세니아클리닉,1
바디 보톡스 국산 프리미엄 300u 종아리/승모근/팔뚝 중 선택 1부위,바디 보톡스,466200.0,259000.0,세니아클리닉,1
인기 바디 보톡스 제오민 150u 종아리/승모근/팔뚝 중 선택 1부위,바디 보톡스,556200.0,309000.0,세니아클리닉,1
바디 보톡스 앨러간 100u 종아리/승모근/팔뚝 중 선택 1부위,바디 보톡스,556200.0,309000.0,세니아클리닉,1
인기 바디 보톡스 제오민 200u 종아리/승모근/팔뚝 중 선택 1부위,바디 보톡스,690000.0,399000.0,세니아클리닉,1
인기 바디 보톡스 앨러간 150u 종아리/승모근/팔뚝 중 선택 1부위,바디 보톡스,817200.0,454000.0,세니아클리닉,1
바디 보톡스 제오민 300u 종아리/승모근/팔뚝 중 선택 1부위,바디 보톡스,890000.0,579000.0,세니아클리닉,1
인기 바디 보톡스 앨러간 200u 종아리/승모근/팔뚝 중 선택 1부위,바디 보톡스,1078200.0,599000.0,세니아클리닉,1
인기 바디 보톡스 앨러간 300u 종아리/승모근/팔뚝 중 선택 1부위,바디 보톡스,1582200.0,879000.0,세니아클리닉,1
"아띠에르 1cc 스마일 라인, 입체적인 볼륨을 위한 입술 필러",입술/입꼬리 필러,178200.0,99000.0,세니아클리닉,1
"레스틸렌/벨로테로/쥬비덤 1cc 스마일 라인, 입체적인 볼륨을 위한 입술 필러",입술/입꼬리 필러,520000.0,329000.0,세니아클리닉,1
이마/관자/코 필러 아띠에르 1cc,이마/관자/코 필러,210000.0,139000.0,세니아클리닉,1
이마/관자/코/필러 레스틸렌/벨로테로/쥬비덤 1cc,이마/관자/코 필러,520000.0,349000.0,세니아클리닉,3
앞광대/앞볼/옆볼/팔자 필러 아띠에르 1cc,필러,150000.0,99000.0,세니아클리닉,1
앞광대/앞볼/옆볼/팔자 필러 레스틸렌/벨로테로/쥬비덤 1cc,필러,490000.0,269000.0,세니아클리닉,1
전체 애교 필러 레스틸렌/벨로테로/쥬비덤 1cc,애교필러,520000.0,349000.0,세니아클리닉,1
스컬트라 1병(10cc),필러,1000000.0,599000.0,세니아클리닉,1
스컬트라 1병(10cc) 3회,필러,3000000.0,1490000.0,세니아클리닉,1
전체 주름 필러 벨로테로 1cc,주름필러,450000.0,269000.0,세니아클리닉,1
울트라콜 200 볼륨형 2cc,필러,448200.0,249000.0,세니아클리닉,1
울트라콜 100 부스터 4cc,필러,628200.0,349000.0,세니아클리닉,1
울트라콜 200 볼륨형 4cc,필러,808200.0,449000.0,세니아클리닉,1
울트라콜 200 볼륨형 2cc 3회,필러,1078200.0,599000.0,세니아클리닉,3
울트라콜 100 부스터 4cc 3회,필러,1438200.0,799000.0,세니아클리닉,3
울트라콜 200 볼륨형 4cc 3회,필러,1798200.0,999000.0,세니아클리닉,3
전체 필러녹이는 주사 1부위,필러 녹이는 주사,90000.0,50000.0,세니아클리닉,1
[남성 바디] 겨드랑이 5회,남성 제모,97200.0,54000.0,세니아클리닉,1
[남성 얼굴] 인중 5회,남성 제모,90000.0,60000.0,세니아클리닉,1
[남성 얼굴] 인중 + 턱전체 5회,남성 제모,306000.0,204000.0,세니아클리닉,2
[남성 얼굴] 얼굴 절반 5회 (윗목+턱전체+양볼+인중+구레나룻),남성 제모,358200.0,249000.0,세니아클리닉,5
[남성 얼굴] 얼굴 전체 5회 (윗목+턱전체+양볼+인중+구레나룻+이마+미간 + 관자),남성 제모,448200.0,298999.0,세니아클리닉,8
[남성 얼굴] 얼굴 절반 10회 (윗목+턱전체+양볼+인중+구레나룻),남성 제모,628200.0,399000.0,세니아클리닉,5
[남성 얼굴] 얼굴 전체 10회 (윗목+턱전체+양볼+인중+구레나룻+이마+미간 + 관자),남성 제모,808200.0,499000.0,세니아클리닉,8
[남성 얼굴] 미간 5회,남성 제모,60000.0,,세니아클리닉,1
[남성 얼굴] 턱끝 5회,남성 제모,180000.0,,세니아클리닉,1
[남성 얼굴] 턱전체 5회,남성 제모,240000.0,,세니아클리닉,1
[남성 얼굴] 3자이마 5회,남성 제모,102000.0,,세니아클리닉,1
[남성 얼굴] 이마 5회,남성 제모,120000.0,,세니아클리닉,1
[남성 얼굴] 구레나룻 5회,남성 제모,120000.0,,세니아클리닉,1
[남성 얼굴] 눈썹 5회,남성 제모,162000.0,,세니아클리닉,1
[남성 얼굴] 뒷목 + 헤어라인 5회,남성 제모,216000.0,,세니아클리닉,2
[남성 얼굴] 목 5회,남성 제모,228000.0,,세니아클리닉,1
[남성 얼굴] 윗목 5회,남성 제모,158400.0,,세니아클리닉,1
[남성 얼굴] 뒷목 5회,남성 제모,132000.0,,세니아클리닉,1
[남성 얼굴] 헤어라인 5회,남성 제모,240000.0,,세니아클리닉,1
[남성 얼굴] 양볼 5회,남성 제모,180000.0,,세니아클리닉,1
[남성 바디] 손등 5회,남성 제모,40000.0,,세니아클리닉,1
[남성 바디] 손가락 5회,남성 제모,40000.0,,세니아클리닉,1
[남성 바디] 손등 + 손가락 5회,남성 제모,70000.0,,세니아클리닉,2
[남성 바디] 배레나룻(배꼽 포함) 5회,남성 제모,156000.0,,세니아클리닉,1
[남성 바디] 팔 상완(어깨 포함) 5회,남성 제모,216000.0,,세니아클리닉,1
[남성 바디] 팔 하완(팔꿈치 포함) 5회,남성 제모,264000.0,,세니아클리닉,1
[남성 바디] 팔 전체 5회 (상완+하완+손등+손가락),남성 제모,420000.0,,세니아클리닉,4
[남성 바디] 허리 5회,남성 제모,300000.0,,세니아클리닉,1
[남성 바디] 가슴(유륜 포함) 5회,남성 제모,360000.0,,세니아클리닉,1
[남성 바디] 유륜 5회,남성 제모,180000.0,,세니아클리닉,1
[남성 바디] 배(배레나룻 포함) 1회,남성 제모,90000.0,,세니아클리닉,1
[남성 바디] 배(배레나룻 포함) 5회,남성 제모,360000.0,,세니아클리닉,1
[남성 바디] 등 5회,남성 제모,540000.0,,세니아클리닉,1
[남성 바디] 엄지 발가락 5회,남성 제모,40000.0,,세니아클리닉,1
[남성 바디] 발등 5회,남성 제모,50000.0,,세니아클리닉,1
[남성 바디] 발가락 5회,남성 제모,50000.0,,세니아클리닉,1
[남성 바디] 발등 + 발가락 5회,남성 제모,60000.0,,세니아클리닉,2
[남성 바디] 무릎 5회,남성 제모,60000.0,,세니아클리닉,1
[남성 바디] 종아리 5회,남성 제모,300000.0,,세니아클리닉,1
[남성 바디] 종아리 + 무릎 5회,남성 제모,360000.0,,세니아클리닉,2
[남성 바디] 허벅지 5회,남성 제모,420000.0,,세니아클리닉,1
[남성 바디] 회음부 5회,남성 제모,456000.0,,세니아클리닉,1
[남성 바디] 음경 5회,남성 제모,456000.0,,세니아클리닉,1
[남성 바디] 항문 5회,남성 제모,264000.0,,세니아클리닉,1
[남성 바디] 엉덩이 5회,남성 제모,396000.0,,세니아클리닉,1
[남성 바디] 팬티라인 5회,남성 제모,360000.0,,세니아클리닉,1
[남성 바디] 사타구니 5회,남성 제모,360000.0,,세니아클리닉,1
[남성 바디] 다리 전체 5회 (사타구니+허벅지+종아리+무릎+발등+발가락),남성 제모,780000.0,,세니아클리닉,6
